component,load_N,temperature_C,material_type,stress_Pa,strain,yield_point_Pa,safety_factor
cam,9859.456229,87.088711,abs_plastic,1216488.684,0.000608244,10970429.67,9.018110739
piston,186.8943983,318.0636689,steel,60524.50727,3.03E-07,167170919.6,2762.036852
gear,5103.116039,414.9706851,chromium,799597.1261,2.87E-06,261676438.3,327.2603537
bracket,1423.586979,562.528804,titanium,188827.4075,1.72E-06,196838995,1042.428097
piston,6798.510612,49.07231456,abs_plastic,724170.7756,0.000362085,23642561.81,32.64777123
bearing,3388.507968,76.06467344,abs_plastic,441405.5863,0.000220703,14645108.85,33.17834959
bolt,421.2656602,85.96470391,aluminium,132805.8918,1.90E-06,114181373.4,859.7613543
lever,2498.34586,138.0230368,titanium,261604.6216,2.38E-06,727471203.9,2780.804098
housing,565.2257599,114.867646,aluminium,137492.0435,1.96E-06,102138480.8,742.8683012
shaft,6325.84168,647.5731317,chromium,742470.3901,2.66E-06,184142289.4,248.0129738
cylinder,5471.475937,399.0803266,titanium,1945421.319,1.77E-05,401149591.7,206.20191
cam,4943.349822,150.677578,chromium,1976400.476,7.08E-06,349774140.7,176.9753372
bracket,9250.664714,84.50825903,aluminium,3121518.145,4.46E-05,114788225.4,36.7732046
gear,1270.560085,287.1046595,aluminium,146561.0055,2.09E-06,30373058.54,207.2383335
cam,6772.974888,24.66493195,aluminium,1960026.18,2.80E-05,139722945,71.28626466
coupling,7040.866115,422.5169126,chromium,1381670.259,4.95E-06,259161029.1,187.5708241
shaft,6948.02913,535.8472896,steel,14469975.53,7.23E-05,110456435,7.633491486
housing,5193.447063,516.9645028,titanium,1099818.844,1.00E-05,253794371.5,230.7601592
piston,7998.266345,694.2056878,steel,1730031.221,8.65E-06,69217268.79,40.00925992
cam,4807.089701,761.7891062,chromium,694435.4531,2.49E-06,146070297.9,210.3439525
shaft,9968.410889,352.9494965,steel,8304284.508,4.15E-05,158086068.6,19.03668744
spring,8789.719108,219.9147115,chromium,1061303.972,3.80E-06,326695096.2,307.8242471
spring,640.6420018,972.4083953,chromium,123798.1654,4.44E-07,75863868.23,612.802847
housing,4747.127736,689.1290711,steel,1522227.17,7.61E-06,70539304.39,46.3395384
shaft,3048.808044,784.4471253,chromium,639283.5954,2.29E-06,138517624.9,216.6763325
coupling,1745.231496,279.5289917,steel,185559.2628,9.28E-07,177205991.8,954.983271
spring,4621.63287,112.1845723,aluminium,7459432.915,0.000106563,103256428.2,13.84239652
piston,2622.012203,118.5277536,aluminium,370048.4563,5.29E-06,100613436,271.8925976
spring,7232.52174,239.8235026,steel,3757966.594,1.88E-05,187545962.9,49.9062347
spring,316.2824487,624.0987704,steel,221038.824,1.11E-06,87474278.53,395.7416935
housing,6098.37847,439.7847646,chromium,16555671.2,5.93E-05,253405078.5,15.30624011
bearing,204.080923,233.3291704,aluminium,22818.36291,3.26E-07,52779512.32,2313.028
lever,5401.870484,296.6503677,titanium,1366467.132,1.24E-05,529187040.4,387.2665708
pulley,8949.941756,281.9367644,steel,1446060.137,7.23E-06,176578967.6,122.1103902
housing,4582.965572,293.1204296,chromium,477748.989,1.71E-06,302293190.1,632.7448034
flange,5840.312803,42.6040214,abs_plastic,2040510.579,0.001020255,25798659.53,12.64323733
gear,5917.507167,660.0615957,steel,1485525.489,7.43E-06,78108959.46,52.58001968
flange,7327.017039,227.4977627,titanium,10001124.43,9.09E-05,615627796.6,61.55585816
bearing,1242.091733,872.2876969,chromium,260121.6561,9.32E-07,109237434.4,419.9474815
coupling,2661.238379,221.3714572,titanium,334225.439,3.04E-06,623285678.5,1864.866063
lever,9382.633822,210.317338,aluminium,1633239.945,2.33E-05,62367775.83,38.18653592
piston,9429.477251,240.6962604,aluminium,27897180.77,0.000398531,49709891.52,1.781896598
shaft,7512.114937,228.8792769,chromium,864947.2268,3.10E-06,323706907.7,374.2504718
pulley,2443.481528,531.9169654,titanium,2304976.093,2.10E-05,235103793.3,101.9983652
bearing,8547.840148,408.6997621,steel,1407716.994,7.04E-06,143567770.3,101.986245
valve_body,5483.491997,701.0707305,chromium,1054486.548,3.78E-06,166309756.5,157.7163378
valve_body,6152.282397,235.1647533,titanium,794426.6579,7.22E-06,606044058.4,762.8697406
bolt,8967.69092,42.57656706,steel,3626982.942,1.81E-05,238912352.3,65.87082325
bracket,7960.743058,584.9591251,chromium,2283313.3,8.18E-06,205013625,89.78777681
bracket,2459.067738,239.8953202,chromium,482683.2136,1.73E-06,320034893.3,663.0329878
housing,189.961646,396.0125658,titanium,36815.49373,3.35E-07,404984292.7,11000.37652
shaft,7098.867553,399.5209466,titanium,812418.1948,7.39E-06,400598816.8,493.0943439
shaft,4556.087601,927.310827,chromium,686785.067,2.46E-06,90896391.02,132.3505641
bearing,1400.98259,93.49580221,aluminium,239319.2071,3.42E-06,111043415.7,463.9970903
valve_body,9585.567386,163.626353,titanium,2703423.461,2.46E-05,695467058.8,257.254207
bearing,3297.597863,891.2319463,chromium,1950926.461,6.99E-06,102922684.6,52.75579916
cam,2380.160324,124.2835276,chromium,289017.5444,1.04E-06,358572157.5,1240.658792
valve_body,7498.24582,57.37281697,steel,790091.497,3.95E-06,235059162.2,297.5087862
bracket,167.285831,233.8798201,aluminium,32235.99567,4.61E-07,52550074.98,1630.167578
shaft,5272.718408,199.4869601,aluminium,668729.2499,9.55E-06,66880433.28,100.0112277
coupling,7188.248466,493.7130451,steel,7358030.891,3.68E-05,121428894.5,16.50290632
coupling,734.5376393,186.9199419,aluminium,98969.56656,1.41E-06,72116690.89,728.6754241
cam,8432.057875,28.49906555,aluminium,997434.336,1.42E-05,138125389.4,138.4806843
shaft,9384.47542,412.7440807,titanium,7341308.999,6.67E-05,384069899.2,52.31626938
lever,4887.143523,235.6882647,chromium,1869282.366,6.70E-06,321437245.1,171.9575656
shaft,986.7036407,721.0568329,chromium,354380.1661,1.27E-06,159647722.4,450.4984693
bolt,7251.872706,20.59135212,abs_plastic,1410749.25,0.000705375,33136215.96,23.48838105
spring,8728.70024,429.9788913,chromium,1939919.545,6.95E-06,256673702.9,132.3115196
spring,2741.266039,313.4369641,titanium,351466.6096,3.20E-06,508203794.9,1445.951851
bearing,3660.788056,74.97874748,abs_plastic,1145048.798,0.000572524,15007084.17,13.10606517
bolt,7045.496129,27.665491,steel,1697338.698,8.49E-06,242795445.1,143.0447826
bearing,6964.437631,770.9205633,chromium,2238982.486,8.03E-06,143026478.9,63.88012404
coupling,3009.775929,278.8692888,titanium,412440.256,3.75E-06,551413389,1336.953367
bearing,2329.09414,72.98543308,abs_plastic,379587.7998,0.000189794,15671522.31,41.28563224
flange,1647.985202,230.5034858,aluminium,287814.4774,4.11E-06,53956880.91,187.4710453
lever,4796.90565,213.5904263,titanium,822063.2439,7.47E-06,633011967.1,770.028306
coupling,5736.119346,70.53779347,abs_plastic,1095598.462,0.000547799,16487402.18,15.04876353
flange,4547.754769,191.9380349,titanium,488820.289,4.44E-06,660077456.4,1350.347912
housing,3295.816955,272.9454903,chromium,702215.4278,2.52E-06,309018169.9,440.0617783
coupling,4605.248792,147.5719597,steel,1480394.156,7.40E-06,211569802.2,142.9145078
cam,9007.456476,195.9539481,aluminium,2027507.589,2.90E-05,68352521.61,33.71258484
gear,5045.528519,81.18209937,abs_plastic,1848842.482,0.000924421,12939300.21,6.998595247
shaft,440.3308977,71.11704176,abs_plastic,485840.8716,0.00024292,16294319.41,33.5383875
cam,2997.285467,336.3482111,titanium,2109543.668,1.92E-05,479564736.1,227.3310305
bracket,2281.241195,48.90066169,aluminium,387186.0118,5.53E-06,129624724.3,334.7866926
shaft,5289.543084,673.5967092,chromium,1927165.962,6.91E-06,175467763.6,91.04963822
spring,8693.19596,831.6221519,chromium,1380323.364,4.95E-06,122792616,88.95931146
cylinder,6253.035368,81.56134778,aluminium,1388357.193,1.98E-05,116016105.1,83.56358559
housing,1421.988908,50.935716,abs_plastic,172795.6423,8.64E-05,23021428,133.2292162
spring,5119.296239,180.2081493,aluminium,548677.4849,7.84E-06,74913271.13,136.5342541
pulley,1788.951134,54.94062543,abs_plastic,381146.5651,0.000190573,21686458.19,56.89794996
flange,9313.65533,21.97155237,abs_plastic,1331050.621,0.000665525,32676149.21,24.54914088
cylinder,8380.147916,780.0626623,steel,858757.3014,4.29E-06,46858681.69,54.56568651
cylinder,8236.209295,653.383735,chromium,1265417.915,4.54E-06,182205421.7,143.9883374
bolt,6536.852948,589.8398967,titanium,716210.1675,6.51E-06,162700129.1,227.1681365
pulley,495.4849355,375.0476202,chromium,59832.0414,2.14E-07,274984126.6,4595.934222
bracket,4647.50219,24.40812281,abs_plastic,1074254.563,0.000537127,31863959.06,29.66146028
bracket,9474.113944,42.013609,abs_plastic,2345189.495,0.001172595,25995463.67,11.08458985
spring,3448.486576,732.8235065,steel,351443.7048,1.76E-06,59160545.2,168.3357658
spring,6856.866128,205.4250043,aluminium,954770.4361,1.36E-05,64406248.19,67.45731304
bracket,3225.117964,55.07034471,aluminium,489429.2614,6.99E-06,127054023,259.5962952
gear,1482.954489,77.25887411,abs_plastic,152400.2326,7.62E-05,14247041.96,93.48438463
coupling,861.9949118,409.0437148,titanium,104732.1834,9.52E-07,388695356.6,3711.326775
piston,1458.548752,563.8436472,titanium,406949.2555,3.70E-06,195195441.1,479.6554814
gear,6749.436287,46.71219772,abs_plastic,2578910.576,0.001289455,24429267.43,9.472708225
pulley,7624.345528,23.90130551,abs_plastic,901978.2507,0.000450989,32032898.16,35.5140472
housing,3489.711721,173.0133811,aluminium,3474434.275,4.96E-05,77911091.21,22.42410851
piston,5866.107261,72.24522712,aluminium,2987578.769,4.27E-05,119897822,40.13210406
pulley,664.3236368,67.02387595,abs_plastic,78903.47669,3.95E-05,17658708.02,223.8013933
pulley,1183.960628,218.796174,chromium,118593.4534,4.25E-07,327067942,2757.892046
valve_body,2912.178052,795.9244646,steel,301189.176,1.51E-06,42728004.02,141.8643412
lever,2677.990777,506.2717901,titanium,372738.0741,3.39E-06,267160262.4,716.7506647
lever,8941.826039,75.15337071,abs_plastic,3073215.273,0.001536608,14948876.43,4.864246434
piston,6794.337889,260.40803,aluminium,705461.6131,1.01E-05,41496654.19,58.8219875
piston,1922.603101,49.58209673,aluminium,235982.582,3.37E-06,129340793,548.09466
lever,6221.021708,238.8093849,aluminium,880859.5466,1.26E-05,50496089.65,57.32592652
coupling,656.5176641,229.3057783,aluminium,77024.94381,1.10E-06,54455925.71,706.9907879
bearing,289.7620865,356.9517097,steel,678888.8336,3.39E-06,157043825.6,231.3248028
lever,1748.385116,575.53176,steel,949531.313,4.75E-06,100121937.5,105.4435342
pulley,575.981788,493.903094,chromium,2350883.127,8.43E-06,235365635.3,100.1179653
piston,9763.25164,148.9240047,titanium,4519501.356,4.11E-05,713844994.2,157.9477332
cylinder,2608.456048,718.1597161,steel,451141.7957,2.26E-06,62979240.59,139.5996584
shaft,8343.668089,306.1758862,titanium,914357.9667,8.31E-06,517280142.2,565.730448
spring,1737.659506,21.34757556,titanium,176574.9704,1.61E-06,873315530.6,4945.862533
valve_body,648.9078335,253.2495939,aluminium,140084.2345,2.00E-06,44479335.87,317.518499
bracket,8968.575742,100.7105496,steel,1358881.134,6.79E-06,223773294.4,164.6746641
valve_body,5502.119783,690.2956273,chromium,2774285.495,9.94E-06,169901457.6,61.24151889
lever,4743.691469,75.40918869,steel,578410.971,2.89E-06,230362190.4,398.2673254
bearing,5788.363756,421.5317032,steel,1117168.9,5.59E-06,140226118.9,125.5191753
spring,1390.172288,393.1887907,titanium,677435.0584,6.16E-06,408514011.6,603.0305142
spring,1751.800924,925.256768,chromium,212789.1901,7.63E-07,91581077.35,430.3840685
shaft,3722.403056,198.9269317,steel,1646206.319,8.23E-06,198196111.5,120.3956693
bracket,486.1635656,56.44534256,abs_plastic,54498.72275,2.72E-05,21184885.81,388.7226112
housing,8340.671313,595.1421189,titanium,4849790.25,4.41E-05,156072351.4,32.18125802
bearing,6887.952318,151.2408538,titanium,4902849.338,4.46E-05,710948932.7,145.0072975
bolt,2822.745248,239.1403674,chromium,328789.7333,1.18E-06,320286544.2,974.1379118
shaft,6343.28942,441.5398775,chromium,1430642.674,5.13E-06,252820040.8,176.7178104
bolt,7645.083242,94.89412513,abs_plastic,812146.0928,0.000406073,8368624.956,10.30433444
gear,8759.962132,78.99451531,abs_plastic,3365216.429,0.001682608,13668494.9,4.061698611
bearing,2753.172942,275.4183063,aluminium,432313.1656,6.18E-06,35242372.38,81.52046984
cam,2645.808276,581.1227613,steel,6992039.942,3.50E-05,98665947.57,14.11118191
lever,6304.858151,163.1746342,chromium,764435.0667,2.74E-06,345608455.3,452.1096301
cylinder,4111.451711,365.7052854,titanium,3532902.014,3.21E-05,442868393.3,125.3554136
lever,9104.687831,95.49640245,aluminium,1108327.074,1.58E-05,110209832.3,99.43800422
valve_body,2193.169454,226.8331781,steel,329190.4504,1.65E-06,190928859.9,579.9951355
bracket,9166.562047,512.8180097,chromium,1149903.593,4.12E-06,229060663.4,199.199885
pulley,9776.638024,97.14825872,abs_plastic,5681064.121,0.002840532,7617247.092,1.340813434
cam,1091.534475,177.5962074,titanium,133472.6712,1.21E-06,678004740.8,5079.727068
valve_body,975.1299748,47.37804198,abs_plastic,99343.95617,4.97E-05,24207319.34,243.6717871
cam,4219.993369,183.2077432,chromium,427854.5134,1.53E-06,338930752.3,792.1635547
coupling,283.4592126,132.0246749,steel,42859.40041,2.14E-07,215618574.2,5030.835061
housing,7886.406564,258.8340477,chromium,2520940.673,9.04E-06,313721984.1,124.4463971
spring,725.5126589,191.1196265,aluminium,73738.62864,1.05E-06,70366822.29,954.2735414
housing,7553.190003,410.0264541,steel,5532105.678,2.77E-05,143222277.6,25.88928808
pulley,9962.622481,295.2294663,titanium,1218079.092,1.11E-05,530963167.1,435.9020448
spring,3963.925917,536.7925761,titanium,486089.3313,4.42E-06,229009279.8,471.1259126
bearing,2563.090931,274.8606634,aluminium,1573688.066,2.25E-05,35474723.59,22.54241127
bearing,265.0483509,876.063579,chromium,108577.3519,3.89E-07,107978807,994.4873869
shaft,7386.750464,205.6093456,titanium,1445592.605,1.31E-05,642988318,444.7922021
valve_body,2004.228995,579.5507638,steel,300170.8976,1.50E-06,99075321.94,330.0630498
cylinder,185.3281257,31.5843009,titanium,31372.42584,2.85E-07,860519623.9,27429.17071
cam,5228.351954,24.32862144,titanium,1220266.761,1.11E-05,869589223.2,712.6222325
valve_body,4482.667649,591.1309809,steel,1862433.2,9.31E-06,96059640.38,51.57749571
coupling,1861.052181,118.4816312,aluminium,417483.5878,5.96E-06,100632653.7,241.0457719
spring,5824.361974,67.81059519,abs_plastic,785440.1563,0.00039272,17396468.27,22.14868711
bracket,5458.258323,61.26779795,steel,775174.5829,3.88E-06,234044844.3,301.9253333
spring,3651.550854,298.7806495,aluminium,752305.0424,1.07E-05,25508062.72,33.90654227
gear,5701.932695,735.0696824,steel,710246.9167,3.55E-06,58575603.53,82.47216871
pulley,7215.122733,184.1459397,aluminium,1450441.005,2.07E-05,73272525.14,50.51741153
piston,4692.969008,211.7384979,steel,512504.2209,2.56E-06,194859766.2,380.2110465
pulley,5377.247372,196.832426,aluminium,982125.8347,1.40E-05,67986489.15,69.22380692
coupling,9306.362381,148.4374324,aluminium,4902856.52,7.00E-05,88151069.84,17.97953285
coupling,602.9456379,291.614343,titanium,70553.22162,6.41E-07,535482071.2,7589.760735
shaft,9332.761854,92.63341486,titanium,2403905.282,2.19E-05,784208231.4,326.2226001
piston,6697.432316,185.5343597,titanium,1135253.631,1.03E-05,668082050.4,588.4870414
bolt,9661.783021,68.93979661,aluminium,1482891.996,2.12E-05,121275084.7,81.782817
cylinder,7203.857688,625.9206664,steel,1064579.831,5.32E-06,86999826.45,81.72221934
housing,8935.44403,26.29013688,abs_plastic,2646710.703,0.001323355,31236621.04,11.80205339
lever,5379.752788,597.6763165,titanium,670348.4979,6.09E-06,152904604.4,228.0971836
lever,6389.123375,44.104712,titanium,2975426.034,2.70E-05,844869110,283.948954
valve_body,3724.519867,80.10930136,titanium,528015.1038,4.80E-06,799863373.3,1514.849419
bolt,2761.683438,299.4336876,aluminium,321291.2833,4.59E-06,25235963.52,78.54543471
flange,9804.585957,202.0317026,aluminium,1316754.852,1.88E-05,65820123.93,49.98661963
gear,6263.215206,44.71341783,abs_plastic,1670021.92,0.000835011,25095527.39,15.02706466
coupling,8128.258407,52.02853015,abs_plastic,857699.4706,0.00042885,22657156.62,26.41619518
pulley,4890.384919,899.58168,chromium,538183.4503,1.93E-06,100139440,186.0693411
flange,9371.28398,251.1497556,aluminium,1181158.589,1.69E-05,45354268.49,38.39811937
flange,2962.588311,96.18080627,abs_plastic,4990753.381,0.002495377,7939731.244,1.590888316
gear,5422.053267,181.2218919,aluminium,835835.5349,1.19E-05,74490878.37,89.12145423
spring,9607.631069,45.86109379,titanium,6336177.93,5.76E-05,842673632.8,132.9939977
shaft,242.2922226,58.61985117,steel,40156.82416,2.01E-07,234734413.8,5845.442678
piston,9537.832085,92.25525526,abs_plastic,1331041.32,0.000665521,9248248.247,6.948130092
lever,6875.910075,513.1560066,chromium,895887.1288,3.21E-06,228947997.8,255.5545118
pulley,1578.878199,525.6404242,steel,873937.9849,4.37E-06,113114472.9,129.4307775
lever,6169.850767,111.1782525,titanium,640880.5137,5.83E-06,761027184.4,1187.47125
bracket,5890.81585,41.29852012,abs_plastic,14357603.36,0.007178802,26233826.63,1.8271731
pulley,6260.799493,561.9637258,titanium,2919208.717,2.65E-05,197545342.8,67.6708526
flange,1411.459498,446.5941008,steel,256263.1843,1.28E-06,133699452.9,521.7271193
shaft,4238.042447,856.2191026,chromium,494179.286,1.77E-06,114593632.5,231.8867579
cam,1376.135592,725.5968666,chromium,1249283.775,4.48E-06,158134377.8,126.5800301
lever,3625.066261,793.1356837,chromium,1501973.493,5.38E-06,135621438.8,90.29549414
housing,2433.257092,77.09282265,abs_plastic,278105.1963,0.000139053,14302392.45,51.42799431
gear,8679.297317,186.2010712,aluminium,6389382.031,9.13E-05,72416220.32,11.33383792
bolt,7033.4441,232.4830776,aluminium,6129974.441,8.76E-05,53132050.98,8.667581161
gear,8164.788055,750.2071724,steel,1575050.294,7.88E-06,54633548.85,34.68685987
gear,5403.320808,130.3733385,aluminium,635893.4508,9.08E-06,95677775.63,150.4619611
coupling,8074.116202,47.08889833,abs_plastic,12444949.26,0.006222475,24303700.56,1.952896717
flange,5920.233016,281.6712688,aluminium,812325.3603,1.16E-05,32636971.34,40.17721585
bolt,9092.637381,370.6529839,titanium,1707587.418,1.55E-05,436683770.1,255.7314287
valve_body,9785.474996,777.7043379,chromium,8494096.614,3.04E-05,140765220.7,16.5721238
piston,4660.660637,44.56701947,abs_plastic,10401482.4,0.005200741,25144326.84,2.417379165
bolt,2974.582665,42.96300754,aluminium,973650.7843,1.39E-05,132098746.9,135.6736409
spring,3354.725263,97.87140692,aluminium,1741892.442,2.49E-05,109220247.1,62.70206156
pulley,7619.249472,139.4731468,titanium,1069814.041,9.73E-06,725658566.5,678.3034605
lever,4943.864684,185.9321548,titanium,681403.9121,6.19E-06,667584806.5,979.7196563
spring,7445.754372,24.18232826,abs_plastic,871850.6151,0.000435925,31939223.91,36.63382621
cam,8756.540514,118.7081876,aluminium,1207038.276,1.72E-05,100538255.2,83.29334468
flange,9068.525545,93.4495328,titanium,4856371.537,4.41E-05,783188084,161.2702154
flange,911.1905465,212.060581,chromium,96490.82239,3.46E-07,329313139.7,3412.895978
pulley,3824.96736,555.5058922,titanium,696237.9817,6.33E-06,205617634.8,295.3266558
shaft,7053.747339,72.71214453,abs_plastic,713051.3982,0.000356526,15762618.49,22.10586576
bearing,5327.874001,76.5826621,aluminium,4478220.26,6.40E-05,118090557.5,26.36997526
cylinder,8042.509602,476.2993485,titanium,1562778.72,1.42E-05,304625814.3,194.9257501
coupling,1597.516416,185.1113485,titanium,417966.5906,3.80E-06,668610814.3,1599.675259
housing,5442.65171,26.19869012,abs_plastic,19543634.07,0.009771817,31267103.29,1.599861273
housing,4163.937266,934.5290587,chromium,649571.3605,2.33E-06,88490313.76,136.2287797
piston,4717.108486,229.7663283,titanium,4020844.257,3.66E-05,612792089.7,152.4038362
lever,7853.284287,117.5084966,titanium,1518605.27,1.38E-05,753114379.2,495.92504
pulley,6288.406372,284.9323303,aluminium,1076830.357,1.54E-05,31278195.7,29.04653969
bracket,598.1970361,56.48633609,titanium,306024.8967,2.78E-06,829392079.9,2710.211126
coupling,7459.193666,584.1976371,steel,5155091.067,2.58E-05,97865198.67,18.98418426
pulley,1632.381745,44.09404696,abs_plastic,636438.0715,0.000318219,25301984.35,39.75561092
lever,2621.171282,59.11607412,abs_plastic,634153.6226,0.000317077,20294641.96,32.0027218
bolt,653.6708663,102.4651983,titanium,1049270.757,9.54E-06,771918502.1,735.6714144
bolt,639.6418464,672.4229952,steel,123765.0984,6.19E-07,74889845.01,605.0966385
pulley,8835.850946,351.5737494,titanium,2611520.332,2.37E-05,460532813.2,176.3466313
housing,2180.165982,29.30653817,abs_plastic,224663.0946,0.000112332,30231153.94,134.5621718
bracket,255.3894654,300.877712,steel,258167.5858,1.29E-06,171646429.2,664.8643695
cylinder,1015.91455,48.26365516,aluminium,490729.7613,7.01E-06,129890143.7,264.6877241
flange,6422.859098,101.9213449,titanium,697059.5564,6.34E-06,772598318.9,1108.367731
bracket,9555.125553,496.5225822,steel,84893729.45,0.000424469,120697244.2,1.421745104
spring,5264.946834,93.54752589,aluminium,684109.0369,9.77E-06,111021864.2,162.2867967
piston,4888.539149,329.242405,chromium,617976.6251,2.21E-06,290252531.7,469.6820557
flange,8898.649589,213.9039236,aluminium,3543964.834,5.06E-05,60873365.18,17.17662788
bearing,1137.873897,41.43542001,abs_plastic,216740.9148,0.00010837,26188193.33,120.8271791
housing,1598.963395,243.5669814,aluminium,225156.6266,3.22E-06,48513757.74,215.4667107
bracket,567.5262773,192.9109751,chromium,59343.31097,2.13E-07,335696341.6,5656.852241
piston,3613.81889,160.8901668,aluminium,725159.6778,1.04E-05,82962430.51,114.4057413
spring,5061.511041,242.5880256,titanium,520539.5769,4.73E-06,596764968,1146.435342
bolt,6542.171405,869.485056,chromium,730941.6542,2.62E-06,110171648,150.7256392
lever,5486.847419,227.3426659,aluminium,722564.3871,1.03E-05,55273889.19,76.49683569
shaft,1751.194618,641.9880321,steel,242242.3379,1.21E-06,82815616.65,341.8709436
bracket,4691.717264,155.7023716,steel,1363465.923,6.82E-06,209452507.4,153.617706
flange,4063.265697,173.9655379,aluminium,651804.9328,9.31E-06,77514359.2,118.9226336
spring,8379.284,144.9684862,titanium,6481650.817,5.89E-05,718789392.2,110.8960375
cam,1986.702861,287.9828188,titanium,219768.6003,2.00E-06,540021476.4,2457.227628
bracket,3475.383236,541.7174038,titanium,369143.9078,3.36E-06,222853245.3,603.7028936
shaft,6677.795487,373.1483834,steel,797648.8954,3.99E-06,152825941.8,191.5955036
bracket,6257.173664,68.54343167,abs_plastic,735294.4769,0.000367647,17152189.44,23.32696625
housing,5670.288687,80.9750009,abs_plastic,791418.8252,0.000395709,13008333.03,16.4367243
gear,1114.713659,62.83719597,abs_plastic,1182190.74,0.000591095,19054268.01,16.11776118
valve_body,9647.878578,436.3649367,titanium,971883.293,8.84E-06,354543829.1,364.8008271
shaft,3008.565259,544.2009816,steel,426665.0239,2.13E-06,108280994.4,253.7845577
shaft,7061.677869,32.58605526,titanium,1112292.113,1.01E-05,859267430.9,772.5195755
cam,3824.285641,49.38724122,abs_plastic,720629.0789,0.000360315,23537586.26,32.66255408
bracket,8897.556927,397.4029766,steel,1216945.875,6.08E-06,146509641.5,120.3912553
lever,3487.645417,171.681545,steel,615834.2063,3.08E-06,205291264.3,333.3547605
piston,935.2718747,74.80048693,abs_plastic,131603.1921,6.58E-05,15066504.36,114.4843382
lever,859.5616546,352.5122196,steel,191904.0919,9.60E-07,158199942.8,824.3698259
valve_body,3222.622273,552.4274382,steel,369239.1779,1.85E-06,106138688,287.4524003
gear,9791.303606,321.367147,steel,3565840.975,1.78E-05,166310638.8,46.63994832
spring,1034.535011,55.19765382,aluminium,246148.0725,3.52E-06,127000977.6,515.9535733
pulley,9013.091172,671.5216309,chromium,7894630.476,2.83E-05,176159456.4,22.31383177
bearing,8077.062791,498.6442267,titanium,928909.4079,8.44E-06,276694716.7,297.8705074
lever,7008.857514,175.5852082,titanium,701346.5942,6.38E-06,680518489.8,970.302694
coupling,200.1328734,165.8325402,chromium,25720.26527,9.22E-08,344722486.6,13402.75782
cam,5451.471486,148.2973455,aluminium,576529.4187,8.24E-06,88209439.39,153.0007603
coupling,8499.973878,907.8986896,chromium,1556256.003,5.58E-06,97367103.46,62.5649657
housing,2643.451418,84.06421504,abs_plastic,415766.9726,0.000207883,11978594.99,28.81083822
flange,8319.008555,537.9295379,steel,2411417.352,1.21E-05,109914182.8,45.58073812
flange,5305.126333,436.499008,titanium,905869.082,8.24E-06,354376240,391.2002816
spring,8909.380301,188.1497351,aluminium,1666077.615,2.38E-05,71604277.04,42.97775589
valve_body,2541.898824,286.576556,titanium,402059.9479,3.66E-06,541779305,1347.508768
bolt,2734.468766,86.65533278,abs_plastic,632214.2699,0.000316107,11114889.07,17.58088927
flange,7299.957857,514.328188,steel,4895941.431,2.45E-05,116060367.7,23.70542404
bracket,3362.351096,275.5498062,titanium,391708.6412,3.56E-06,555562742.3,1418.306067
gear,7983.228261,358.179257,titanium,831053.1119,7.56E-06,452275928.8,544.2202457
bolt,3062.559351,79.84845343,abs_plastic,1416573.367,0.000708287,13383848.86,9.44804496
bracket,1976.238528,143.1033009,chromium,621660.1417,2.23E-06,352298899.7,566.7065911
bracket,7378.987041,641.9227084,steel,2666553.954,1.33E-05,82832628.02,31.06354848
bracket,1459.303414,215.0805215,titanium,246970.9313,2.25E-06,631149348.1,2555.561275
valve_body,9480.894751,81.34791183,abs_plastic,3440038.408,0.001720019,12884029.39,3.745315565
piston,7242.346655,942.4533503,chromium,820365.9743,2.94E-06,85848883.22,104.647055
bracket,7769.060936,64.97158031,abs_plastic,1394361.758,0.000697181,18342806.56,13.15498396
valve_body,1348.762814,168.2694122,aluminium,488376.184,6.98E-06,79887744.91,163.5782979
flange,6602.470788,134.9596338,titanium,4327695.767,3.93E-05,731300457.7,168.9814851
shaft,6261.521722,269.9729661,titanium,2120516.358,1.93E-05,562533792.3,265.2815152
bracket,590.9757314,46.51067734,aluminium,1389611.348,1.99E-05,130620551.1,93.99790182
coupling,7240.122228,199.7081558,steel,1051809.127,5.26E-06,197992667.8,188.2401119
gear,6941.948114,885.5291919,chromium,731719.9558,2.62E-06,104823602.7,143.2564492
bolt,7053.017296,854.9298685,chromium,1942750.782,6.96E-06,115023377.2,59.20645008
cam,9471.325871,441.2560302,titanium,4163488.968,3.78E-05,348429962.2,83.68701465
cylinder,5515.92361,396.9722169,titanium,729397.1169,6.63E-06,403784728.8,553.5869549
gear,1356.040998,600.6436096,chromium,278066.3559,9.97E-07,199785463.5,718.4812518
bolt,9707.341634,85.18384073,titanium,3519449.741,3.20E-05,793520199.1,225.4671205
bearing,4301.283058,434.5237316,titanium,707733.2582,6.43E-06,356845335.5,504.2087981
piston,3947.880032,366.0871287,steel,442388.672,2.21E-06,154664810.2,349.6129535
coupling,1537.727697,428.9656519,steel,159626.5275,7.98E-07,138290194.8,866.3359214
coupling,9835.533483,676.063701,steel,21566268.05,0.000107831,73941744.54,3.42858321
bolt,7737.586114,916.836044,chromium,903954.9948,3.24E-06,94387985.33,104.4166865
piston,618.0952873,82.62788944,abs_plastic,72969.85137,3.65E-05,12457370.19,170.7194129
coupling,5133.94245,155.0830664,titanium,606220.787,5.51E-06,706146167,1164.833312
